InvoiceNo,Date,Month,Day,weekday/weekend,Year Qrt,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode,Revenue,Total cost,Profit margin,
INV1003077,"Tuesday, July 16, 2024",Jul,Tuesday,Weekday,2024-Q3,STR003,PRD0027,Clothing,1,3843.79,0,222.2,Returning,Card,3843.79,222.2,3621.59,
INV1003078,"Thursday, January 2, 2025",Jan,Thursday,Weekday,2025-Q1,STR035,PRD0114,Shoes,1,6637.02,0,388.56,Returning,Card,6637.02,388.56,6248.46,
INV1003079,"Sunday, March 3, 2024",Mar,Sunday,Weekend,2024-Q1,STR036,PRD0081,Shoes,5,7437.83,0,1058.98,Returning,Digital,37189.15,5294.9,31894.25,
INV1003080,"Thursday, December 19, 2024",Dec,Thursday,Weekday,2024-Q4,STR044,PRD0087,Shoes,6,1618.44,5,2354.06,Returning,Digital,9710.64,14124.36,-4413.72,
INV1003081,"Saturday, April 5, 2025",Apr,Saturday,Weekend,2025-Q2,STR020,PRD0039,Clothing,3,3775.58,0,1870.08,Returning,Card,11326.74,5610.24,5716.5,
INV1003082,"Sunday, February 23, 2025",Feb,Sunday,Weekend,2025-Q1,STR028,PRD0038,Clothing,5,635.53,0,1125.36,Returning,Cash,3177.65,5626.8,-2449.15,
INV1003083,"Thursday, December 28, 2023",Dec,Thursday,Weekday,2023-Q4,STR009,PRD0068,Accessories,5,9922.83,15,142.53,Returning,Cash,49614.15,712.65,48901.5,
INV1003084,"Tuesday, July 8, 2025",Jul,Tuesday,Weekday,2025-Q3,STR024,PRD0003,Clothing,2,1571.1,5,521.6,Returning,Digital,3142.2,1043.2,2099,
INV1003085,"Saturday, December 2, 2023",Dec,Saturday,Weekend,2023-Q4,STR050,PRD0011,Clothing,6,3564.21,0,562.31,Returning,Card,21385.26,3373.86,18011.4,
INV1003086,"Tuesday, June 24, 2025",Jun,Tuesday,Weekday,2025-Q2,STR020,PRD0064,Accessories,3,4350.25,0,1173.07,Returning,Cash,13050.75,3519.21,9531.54,
INV1003087,"Sunday, July 14, 2024",Jul,Sunday,Weekend,2024-Q3,STR038,PRD0046,Accessories,3,7324.34,10,453.15,New,Card,21973.02,1359.45,20613.57,
INV1003088,"Thursday, July 25, 2024",Jul,Thursday,Weekday,2024-Q3,STR011,PRD0020,Clothing,3,964.24,15,105.72,New,Card,2892.72,317.16,2575.56,
INV1003089,"Tuesday, July 22, 2025",Jul,Tuesday,Weekday,2025-Q3,STR027,PRD0030,Clothing,1,3184.57,0,1125.95,Returning,Card,3184.57,1125.95,2058.62,
INV1003090,"Saturday, November 30, 2024",Nov,Saturday,Weekend,2024-Q4,STR048,PRD0037,Clothing,5,2366.41,10,1632.62,New,Cash,11832.05,8163.1,3668.95,
INV1003091,"Sunday, June 16, 2024",Jun,Sunday,Weekend,2024-Q2,STR006,PRD0003,Clothing,4,3479.84,25,681.4,Returning,Digital,13919.36,2725.6,11193.76,
INV1003092,"Tuesday, November 11, 2025",Nov,Tuesday,Weekday,2025-Q4,STR023,PRD0095,Shoes,2,3611.76,0,246.72,Returning,Card,7223.52,493.44,6730.08,
INV1003093,"Sunday, July 6, 2025",Jul,Sunday,Weekend,2025-Q3,STR039,PRD0009,Clothing,4,2417.38,15,862.5,Returning,Card,9669.52,3450,6219.52,
INV1003094,"Thursday, April 25, 2024",Apr,Thursday,Weekday,2024-Q2,STR026,PRD0093,Shoes,2,7785.34,5,1298.67,Returning,Card,15570.68,2597.34,12973.34,
INV1003095,"Saturday, March 15, 2025",Mar,Saturday,Weekend,2025-Q1,STR050,PRD0072,Accessories,4,8899.71,0,1988.34,Returning,Cash,35598.84,7953.36,27645.48,
INV1003096,"Thursday, December 14, 2023",Dec,Thursday,Weekday,2023-Q4,STR031,PRD0056,Accessories,5,8011.11,10,1401.64,New,Digital,40055.55,7008.2,33047.35,
INV1003097,"Monday, December 4, 2023",Dec,Monday,Weekday,2023-Q4,STR046,PRD0085,Shoes,4,5565.36,5,906.44,Returning,Digital,22261.44,3625.76,18635.68,
INV1003098,"Wednesday, July 17, 2024",Jul,Wednesday,Weekday,2024-Q3,STR020,PRD0033,Clothing,7,4613.75,10,1249.86,Returning,Digital,32296.25,8749.02,23547.23,
INV1003099,"Friday, October 25, 2024",Oct,Friday,Weekday,2024-Q4,STR046,PRD0042,Accessories,3,1568.45,0,220.24,Returning,Card,4705.35,660.72,4044.63,
INV1003100,"Monday, May 26, 2025",May,Monday,Weekday,2025-Q2,STR020,PRD0095,Shoes,2,4035.39,5,184.56,New,Digital,8070.78,369.12,7701.66,
INV1003101,"Thursday, June 27, 2024",Jun,Thursday,Weekday,2024-Q2,STR023,PRD0006,Clothing,1,3228.04,0,1332.12,New,Card,3228.04,1332.12,1895.92,
INV1003102,"Monday, December 23, 2024",Dec,Monday,Weekday,2024-Q4,STR003,PRD0066,Accessories,6,8647.57,15,1665.67,Returning,Cash,51885.42,9994.02,41891.4,
INV1003103,"Wednesday, March 13, 2024",Mar,Wednesday,Weekday,2024-Q1,STR015,PRD0046,Accessories,1,2736.01,0,521.85,Returning,Card,2736.01,521.85,2214.16,
INV1003104,"Thursday, October 24, 2024",Oct,Thursday,Weekday,2024-Q4,STR033,PRD0058,Accessories,4,915.93,0,1497.88,Returning,Cash,3663.72,5991.52,-2327.8,
INV1003105,"Thursday, February 13, 2025",Feb,Thursday,Weekday,2025-Q1,STR020,PRD0076,Accessories,2,8083.1,5,753.56,Returning,Digital,16166.2,1507.12,14659.08,
INV1003106,"Sunday, July 21, 2024",Jul,Sunday,Weekend,2024-Q3,STR028,PRD0011,Clothing,4,1338.18,0,436.2,Returning,Digital,5352.72,1744.8,3607.92,
INV1003107,"Wednesday, January 31, 2024",Jan,Wednesday,Weekday,2024-Q1,STR036,PRD0101,Shoes,5,3743.18,20,121.95,New,Digital,18715.9,609.75,18106.15,
INV1003108,"Wednesday, April 3, 2024",Apr,Wednesday,Weekday,2024-Q2,STR008,PRD0041,Accessories,2,5355,0,1278.48,Returning,Card,10710,2556.96,8153.04,
INV1003109,"Saturday, December 16, 2023",Dec,Saturday,Weekend,2023-Q4,STR015,PRD0066,Accessories,3,3343.81,15,1731.34,New,Digital,10031.43,5194.02,4837.41,
INV1003110,"Tuesday, May 27, 2025",May,Tuesday,Weekday,2025-Q2,STR012,PRD0110,Shoes,2,2918.98,5,1800.44,Returning,Card,5837.96,3600.88,2237.08,
INV1003111,"Sunday, June 2, 2024",Jun,Sunday,Weekend,2024-Q2,STR006,PRD0077,Accessories,5,3163.48,5,1887.77,Returning,Digital,15817.4,9438.85,6378.55,
INV1003112,"Saturday, July 19, 2025",Jul,Saturday,Weekend,2025-Q3,STR022,PRD0016,Clothing,5,3090.14,10,1213.43,Returning,Cash,15450.7,6067.15,9383.55,
INV1003113,"Saturday, December 2, 2023",Dec,Saturday,Weekend,2023-Q4,STR028,PRD0102,Shoes,4,5553.9,0,1220.64,Returning,Digital,22215.6,4882.56,17333.04,
INV1003114,"Friday, December 8, 2023",Dec,Friday,Weekday,2023-Q4,STR036,PRD0092,Shoes,8,7670.39,30,1471.74,New,Digital,61363.12,11773.92,49589.2,
INV1003115,"Wednesday, July 2, 2025",Jul,Wednesday,Weekday,2025-Q3,STR015,PRD0027,Clothing,1,4157.51,0,229.17,New,Digital,4157.51,229.17,3928.34,
INV1003116,"Monday, March 24, 2025",Mar,Monday,Weekday,2025-Q1,STR017,PRD0006,Clothing,2,3495.76,15,1631.65,Returning,Card,6991.52,3263.3,3728.22,
INV1003117,"Thursday, August 8, 2024",Aug,Thursday,Weekday,2024-Q3,STR024,PRD0067,Accessories,3,5690.01,10,510.65,Returning,Cash,17070.03,1531.95,15538.08,
INV1003118,"Monday, September 15, 2025",Sep,Monday,Weekday,2025-Q3,STR012,PRD0054,Accessories,2,7953.23,10,2060.58,Returning,Card,15906.46,4121.16,11785.3,
INV1003119,"Wednesday, March 20, 2024",Mar,Wednesday,Weekday,2024-Q1,STR005,PRD0055,Accessories,1,3384.61,0,1423.8,Returning,Cash,3384.61,1423.8,1960.81,
INV1003120,"Thursday, September 11, 2025",Sep,Thursday,Weekday,2025-Q3,STR006,PRD0016,Clothing,4,3502.51,10,968.15,Returning,Card,14010.04,3872.6,10137.44,
INV1003121,"Thursday, April 24, 2025",Apr,Thursday,Weekday,2025-Q2,STR015,PRD0026,Clothing,2,766.79,5,687.63,Returning,Cash,1533.58,1375.26,158.32,
INV1003122,"Sunday, July 27, 2025",Jul,Sunday,Weekend,2025-Q3,STR010,PRD0029,Clothing,6,1017.6,10,1562.81,Returning,Card,6105.6,9376.86,-3271.26,
INV1003123,"Sunday, March 10, 2024",Mar,Sunday,Weekend,2024-Q1,STR007,PRD0109,Shoes,4,945.18,0,993.89,New,Cash,3780.72,3975.56,-194.84,
INV1003124,"Sunday, June 30, 2024",Jun,Sunday,Weekend,2024-Q2,STR002,PRD0045,Accessories,4,1883.79,15,207.84,New,Digital,7535.16,831.36,6703.8,
INV1003125,"Monday, August 5, 2024",Aug,Monday,Weekday,2024-Q3,STR050,PRD0014,Clothing,3,4736.41,15,552.32,Returning,Digital,14209.23,1656.96,12552.27,
INV1003126,"Saturday, December 30, 2023",Dec,Saturday,Weekend,2023-Q4,STR045,PRD0010,Clothing,7,3613.06,0,156.59,Returning,Cash,25291.42,1096.13,24195.29,
INV1003127,"Saturday, October 26, 2024",Oct,Saturday,Weekend,2024-Q4,STR023,PRD0004,Clothing,4,4191.02,10,421.7,Returning,Card,16764.08,1686.8,15077.28,
INV1003128,"Wednesday, September 3, 2025",Sep,Wednesday,Weekday,2025-Q3,STR022,PRD0051,Accessories,3,4492.32,10,821.82,Returning,Cash,13476.96,2465.46,11011.5,
INV1003129,"Thursday, October 2, 2025",Oct,Thursday,Weekday,2025-Q4,STR017,PRD0019,Clothing,5,3237.75,0,1489.97,Returning,Card,16188.75,7449.85,8738.9,
INV1003130,"Saturday, October 11, 2025",Oct,Saturday,Weekend,2025-Q4,STR042,PRD0057,Accessories,4,9104.7,15,370.6,Returning,Card,36418.8,1482.4,34936.4,
INV1003131,"Sunday, September 8, 2024",Sep,Sunday,Weekend,2024-Q3,STR039,PRD0104,Shoes,5,3286.85,0,916.31,Returning,Card,16434.25,4581.55,11852.7,
INV1003132,"Monday, December 4, 2023",Dec,Monday,Weekday,2023-Q4,STR019,PRD0087,Shoes,5,5927.84,0,2306.7,Returning,Card,29639.2,11533.5,18105.7,
INV1003133,"Tuesday, May 27, 2025",May,Tuesday,Weekday,2025-Q2,STR025,PRD0011,Clothing,1,1044.32,0,492.78,Returning,Card,1044.32,492.78,551.54,
INV1003134,"Monday, July 21, 2025",Jul,Monday,Weekday,2025-Q3,STR034,PRD0017,Clothing,5,1715.31,20,610.41,Returning,Card,8576.55,3052.05,5524.5,
INV1003135,"Sunday, April 6, 2025",Apr,Sunday,Weekend,2025-Q2,STR008,PRD0051,Accessories,2,3884.9,5,693.25,New,Digital,7769.8,1386.5,6383.3,
INV1003136,"Friday, April 19, 2024",Apr,Friday,Weekday,2024-Q2,STR032,PRD0017,Clothing,1,1428.27,0,563.83,Returning,Card,1428.27,563.83,864.44,
INV1003137,"Friday, May 9, 2025",May,Friday,Weekday,2025-Q2,STR048,PRD0050,Accessories,2,8362.08,0,634.76,Returning,Digital,16724.16,1269.52,15454.64,
INV1003138,"Sunday, April 21, 2024",Apr,Sunday,Weekend,2024-Q2,STR029,PRD0024,Clothing,7,986,0,467.5,Returning,Card,6902,3272.5,3629.5,
INV1003139,"Thursday, December 7, 2023",Dec,Thursday,Weekday,2023-Q4,STR013,PRD0093,Shoes,7,1656.99,20,1458.7,Returning,Cash,11598.93,10210.9,1388.03,
INV1003140,"Friday, April 19, 2024",Apr,Friday,Weekday,2024-Q2,STR009,PRD0093,Shoes,4,5968.36,10,1363.3,New,Cash,23873.44,5453.2,18420.24,
INV1003141,"Wednesday, November 5, 2025",Nov,Wednesday,Weekday,2025-Q4,STR048,PRD0029,Clothing,3,3764.92,0,1910.56,Returning,Card,11294.76,5731.68,5563.08,
INV1003142,"Sunday, June 9, 2024",Jun,Sunday,Weekend,2024-Q2,STR032,PRD0066,Accessories,5,2457.72,15,1696.99,Returning,Card,12288.6,8484.95,3803.65,
INV1003143,"Saturday, April 20, 2024",Apr,Saturday,Weekend,2024-Q2,STR049,PRD0070,Accessories,2,1765.97,0,699.74,Returning,Cash,3531.94,1399.48,2132.46,
INV1003144,"Friday, May 2, 2025",May,Friday,Weekday,2025-Q2,STR006,PRD0028,Clothing,3,2714.39,20,333.74,Returning,Digital,8143.17,1001.22,7141.95,
INV1003145,"Saturday, January 11, 2025",Jan,Saturday,Weekend,2025-Q1,STR044,PRD0073,Accessories,6,4013.8,0,2020.34,Returning,Card,24082.8,12122.04,11960.76,
INV1003146,"Sunday, November 10, 2024",Nov,Sunday,Weekend,2024-Q4,STR024,PRD0065,Accessories,5,4892.67,15,2022.92,New,Digital,24463.35,10114.6,14348.75,
INV1003147,"Tuesday, May 28, 2024",May,Tuesday,Weekday,2024-Q2,STR032,PRD0106,Shoes,2,5310.56,0,1220.08,New,Cash,10621.12,2440.16,8180.96,
INV1003148,"Thursday, October 24, 2024",Oct,Thursday,Weekday,2024-Q4,STR030,PRD0068,Accessories,4,6891.76,5,177.55,Returning,Card,27567.04,710.2,26856.84,
INV1003149,"Thursday, August 15, 2024",Aug,Thursday,Weekday,2024-Q3,STR034,PRD0024,Clothing,5,2798.53,0,390.94,Returning,Digital,13992.65,1954.7,12037.95,
INV1003150,"Saturday, September 21, 2024",Sep,Saturday,Weekend,2024-Q3,STR046,PRD0006,Clothing,7,2895.25,25,1408.09,Returning,Digital,20266.75,9856.63,10410.12,
INV1003151,"Friday, June 28, 2024",Jun,Friday,Weekday,2024-Q2,STR009,PRD0008,Clothing,2,3315.96,0,245.39,Returning,Card,6631.92,490.78,6141.14,
INV1003152,"Monday, February 26, 2024",Feb,Monday,Weekday,2024-Q1,STR007,PRD0048,Accessories,2,7838.22,0,680.75,Returning,Digital,15676.44,1361.5,14314.94,
INV1003153,"Saturday, March 23, 2024",Mar,Saturday,Weekend,2024-Q1,STR006,PRD0033,Clothing,2,4056.59,0,1012.91,New,Cash,8113.18,2025.82,6087.36,
INV1003154,"Friday, November 15, 2024",Nov,Friday,Weekday,2024-Q4,STR010,PRD0076,Accessories,8,7948,25,884.92,New,Card,63584,7079.36,56504.64,
INV1003155,"Monday, November 25, 2024",Nov,Monday,Weekday,2024-Q4,STR040,PRD0109,Shoes,5,4247.54,10,1081.67,New,Card,21237.7,5408.35,15829.35,
INV1003156,"Tuesday, June 18, 2024",Jun,Tuesday,Weekday,2024-Q2,STR040,PRD0060,Accessories,2,576.36,0,665.03,New,Card,1152.72,1330.06,-177.34,
INV1003157,"Saturday, June 7, 2025",Jun,Saturday,Weekend,2025-Q2,STR039,PRD0064,Accessories,4,3833.68,10,1519.24,Returning,Card,15334.72,6076.96,9257.76,
INV1003158,"Monday, November 17, 2025",Nov,Monday,Weekday,2025-Q4,STR006,PRD0108,Shoes,3,7514.66,0,930.4,Returning,Cash,22543.98,2791.2,19752.78,
INV1003159,"Wednesday, April 30, 2025",Apr,Wednesday,Weekday,2025-Q2,STR039,PRD0033,Clothing,4,1478.08,20,1090.69,Returning,Cash,5912.32,4362.76,1549.56,
INV1003160,"Monday, July 28, 2025",Jul,Monday,Weekday,2025-Q3,STR014,PRD0028,Clothing,3,1028.86,0,246.01,New,Digital,3086.58,738.03,2348.55,
INV1003161,"Saturday, May 10, 2025",May,Saturday,Weekend,2025-Q2,STR001,PRD0038,Clothing,7,2527.11,30,1369.94,Returning,Card,17689.77,9589.58,8100.19,
INV1003162,"Monday, January 6, 2025",Jan,Monday,Weekday,2025-Q1,STR047,PRD0110,Shoes,3,4373.86,0,1534.68,New,Card,13121.58,4604.04,8517.54,
INV1003163,"Thursday, June 5, 2025",Jun,Thursday,Weekday,2025-Q2,STR029,PRD0049,Accessories,3,9634.84,20,1119.08,Returning,Cash,28904.52,3357.24,25547.28,
INV1003164,"Saturday, April 19, 2025",Apr,Saturday,Weekend,2025-Q2,STR035,PRD0017,Clothing,3,1044.15,0,587.11,Returning,Digital,3132.45,1761.33,1371.12,
INV1003165,"Friday, July 25, 2025",Jul,Friday,Weekday,2025-Q3,STR049,PRD0057,Accessories,2,1596.53,15,384.59,Returning,Digital,3193.06,769.18,2423.88,
INV1003166,"Monday, September 29, 2025",Sep,Monday,Weekday,2025-Q3,STR024,PRD0083,Shoes,2,5020.85,5,1374.66,Returning,Digital,10041.7,2749.32,7292.38,
INV1003167,"Friday, May 24, 2024",May,Friday,Weekday,2024-Q2,STR003,PRD0114,Shoes,3,2766.78,0,413.48,Returning,Cash,8300.34,1240.44,7059.9,
INV1003168,"Tuesday, June 17, 2025",Jun,Tuesday,Weekday,2025-Q2,STR022,PRD0067,Accessories,8,8170.31,20,487.48,Returning,Digital,65362.48,3899.84,61462.64,
INV1003169,"Wednesday, December 20, 2023",Dec,Wednesday,Weekday,2023-Q4,STR028,PRD0045,Accessories,5,1251.36,0,298.59,Returning,Cash,6256.8,1492.95,4763.85,
INV1003170,"Monday, July 8, 2024",Jul,Monday,Weekday,2024-Q3,STR049,PRD0091,Shoes,3,936.63,10,315.62,Returning,Card,2809.89,946.86,1863.03,
INV1003171,"Monday, November 25, 2024",Nov,Monday,Weekday,2024-Q4,STR006,PRD0089,Shoes,6,3757.54,0,255.06,New,Card,22545.24,1530.36,21014.88,
INV1003172,"Sunday, January 12, 2025",Jan,Sunday,Weekend,2025-Q1,STR032,PRD0074,Accessories,5,7620.64,0,815.52,Returning,Cash,38103.2,4077.6,34025.6,
INV1003173,"Monday, June 23, 2025",Jun,Monday,Weekday,2025-Q2,STR026,PRD0060,Accessories,3,4448.4,5,818.46,Returning,Cash,13345.2,2455.38,10889.82,
INV1003174,"Thursday, July 10, 2025",Jul,Thursday,Weekday,2025-Q3,STR050,PRD0040,Clothing,3,901.84,5,1080.55,New,Card,2705.52,3241.65,-536.13,
INV1003175,"Monday, April 1, 2024",Apr,Monday,Weekday,2024-Q2,STR035,PRD0103,Shoes,3,2944.02,5,1357.5,Returning,Card,8832.06,4072.5,4759.56,
INV1003176,"Saturday, February 24, 2024",Feb,Saturday,Weekend,2024-Q1,STR032,PRD0109,Shoes,3,3723.5,0,909.48,Returning,Card,11170.5,2728.44,8442.06,
INV1003177,"Sunday, August 4, 2024",Aug,Sunday,Weekend,2024-Q3,STR001,PRD0040,Clothing,1,1773.76,5,1316.37,New,Card,1773.76,1316.37,457.39,
INV1003178,"Wednesday, February 28, 2024",Feb,Wednesday,Weekday,2024-Q1,STR001,PRD0012,Clothing,5,511.41,25,1156.07,Returning,Digital,2557.05,5780.35,-3223.3,
INV1003179,"Thursday, June 26, 2025",Jun,Thursday,Weekday,2025-Q2,STR002,PRD0040,Clothing,3,4276.61,10,1427.16,New,Card,12829.83,4281.48,8548.35,
INV1003180,"Thursday, October 2, 2025",Oct,Thursday,Weekday,2025-Q4,STR002,PRD0049,Accessories,5,4705.64,0,1537.24,Returning,Card,23528.2,7686.2,15842,
INV1003181,"Thursday, May 23, 2024",May,Thursday,Weekday,2024-Q2,STR026,PRD0016,Clothing,2,702.75,0,990.62,Returning,Cash,1405.5,1981.24,-575.74,
INV1003182,"Tuesday, August 20, 2024",Aug,Tuesday,Weekday,2024-Q3,STR033,PRD0103,Shoes,6,3586.07,30,1432.03,Returning,Cash,21516.42,8592.18,12924.24,
INV1003183,"Friday, June 7, 2024",Jun,Friday,Weekday,2024-Q2,STR049,PRD0083,Shoes,2,3421.06,5,1411.69,Returning,Cash,6842.12,2823.38,4018.74,
INV1003184,"Wednesday, March 12, 2025",Mar,Wednesday,Weekday,2025-Q1,STR044,PRD0043,Accessories,2,3290.07,15,558.29,Returning,Cash,6580.14,1116.58,5463.56,
INV1003185,"Friday, January 10, 2025",Jan,Friday,Weekday,2025-Q1,STR027,PRD0001,Clothing,4,4177.2,5,1360.27,Returning,Cash,16708.8,5441.08,11267.72,
INV1003186,"Sunday, November 10, 2024",Nov,Sunday,Weekend,2024-Q4,STR049,PRD0068,Accessories,6,3627.32,0,167.75,Returning,Digital,21763.92,1006.5,20757.42,
INV1003187,"Wednesday, June 12, 2024",Jun,Wednesday,Weekday,2024-Q2,STR027,PRD0036,Clothing,2,1721.94,0,1147.12,Returning,Card,3443.88,2294.24,1149.64,
INV1003188,"Saturday, August 17, 2024",Aug,Saturday,Weekend,2024-Q3,STR049,PRD0112,Shoes,6,3324.68,20,574.91,Returning,Card,19948.08,3449.46,16498.62,
INV1003189,"Thursday, February 8, 2024",Feb,Thursday,Weekday,2024-Q1,STR040,PRD0034,Clothing,5,4186.69,25,2052.61,New,Card,20933.45,10263.05,10670.4,
INV1003190,"Monday, August 5, 2024",Aug,Monday,Weekday,2024-Q3,STR017,PRD0111,Shoes,3,3101.96,10,1436.76,New,Card,9305.88,4310.28,4995.6,
INV1003191,"Saturday, May 10, 2025",May,Saturday,Weekend,2025-Q2,STR039,PRD0083,Shoes,3,840.03,10,1319.67,Returning,Cash,2520.09,3959.01,-1438.92,
INV1003192,"Sunday, December 24, 2023",Dec,Sunday,Weekend,2023-Q4,STR002,PRD0031,Clothing,5,2484.17,0,1839.2,Returning,Cash,12420.85,9196,3224.85,
INV1003193,"Saturday, August 2, 2025",Aug,Saturday,Weekend,2025-Q3,STR035,PRD0048,Accessories,4,9271.65,0,648.34,Returning,Digital,37086.6,2593.36,34493.24,
INV1003194,"Thursday, March 20, 2025",Mar,Thursday,Weekday,2025-Q1,STR034,PRD0006,Clothing,2,3634.82,15,1261.95,New,Digital,7269.64,2523.9,4745.74,
INV1003195,"Sunday, May 19, 2024",May,Sunday,Weekend,2024-Q2,STR018,PRD0012,Clothing,2,2082.87,0,1154.2,Returning,Cash,4165.74,2308.4,1857.34,
INV1003196,"Monday, May 19, 2025",May,Monday,Weekday,2025-Q2,STR048,PRD0113,Shoes,3,1816.3,0,992.66,Returning,Cash,5448.9,2977.98,2470.92,
INV1003197,"Saturday, December 28, 2024",Dec,Saturday,Weekend,2024-Q4,STR019,PRD0051,Accessories,4,4832.61,0,850.81,Returning,Digital,19330.44,3403.24,15927.2,
INV1003198,"Wednesday, March 13, 2024",Mar,Wednesday,Weekday,2024-Q1,STR032,PRD0026,Clothing,1,4200.06,5,760.35,Returning,Digital,4200.06,760.35,3439.71,
INV1003199,"Sunday, February 18, 2024",Feb,Sunday,Weekend,2024-Q1,STR049,PRD0074,Accessories,5,3051.67,0,786.02,New,Digital,15258.35,3930.1,11328.25,
INV1003200,"Saturday, May 3, 2025",May,Saturday,Weekend,2025-Q2,STR008,PRD0088,Shoes,3,7091.74,0,994.57,Returning,Card,21275.22,2983.71,18291.51,
INV1003201,"Friday, June 28, 2024",Jun,Friday,Weekday,2024-Q2,STR016,PRD0111,Shoes,2,6808.59,0,1712.69,Returning,Card,13617.18,3425.38,10191.8,
INV1003202,"Thursday, November 7, 2024",Nov,Thursday,Weekday,2024-Q4,STR046,PRD0061,Accessories,5,5422.62,0,1750.7,New,Digital,27113.1,8753.5,18359.6,
INV1003203,"Saturday, March 15, 2025",Mar,Saturday,Weekend,2025-Q1,STR002,PRD0093,Shoes,3,3705.11,0,1622.83,Returning,Card,11115.33,4868.49,6246.84,
INV1003204,"Thursday, January 2, 2025",Jan,Thursday,Weekday,2025-Q1,STR044,PRD0016,Clothing,1,4736.48,0,1180.67,New,Card,4736.48,1180.67,3555.81,
INV1003205,"Wednesday, October 8, 2025",Oct,Wednesday,Weekday,2025-Q4,STR017,PRD0047,Accessories,6,6102.75,25,302.21,Returning,Cash,36616.5,1813.26,34803.24,
INV1003206,"Saturday, December 2, 2023",Dec,Saturday,Weekend,2023-Q4,STR027,PRD0065,Accessories,5,4625.17,10,1588.76,New,Cash,23125.85,7943.8,15182.05,
INV1003207,"Monday, June 17, 2024",Jun,Monday,Weekday,2024-Q2,STR028,PRD0035,Clothing,6,683.73,5,667.11,Returning,Card,4102.38,4002.66,99.72,
INV1003208,"Wednesday, August 7, 2024",Aug,Wednesday,Weekday,2024-Q3,STR047,PRD0035,Clothing,2,2805.31,0,719.69,Returning,Card,5610.62,1439.38,4171.24,
INV1003209,"Thursday, August 15, 2024",Aug,Thursday,Weekday,2024-Q3,STR022,PRD0085,Shoes,7,2850.19,20,920.15,New,Cash,19951.33,6441.05,13510.28,
INV1003210,"Monday, April 21, 2025",Apr,Monday,Weekday,2025-Q2,STR001,PRD0025,Clothing,7,1029.58,20,1881.62,Returning,Digital,7207.06,13171.34,-5964.28,
INV1003211,"Sunday, May 4, 2025",May,Sunday,Weekend,2025-Q2,STR017,PRD0032,Clothing,5,3827.11,5,1238.37,Returning,Digital,19135.55,6191.85,12943.7,
INV1003212,"Wednesday, October 9, 2024",Oct,Wednesday,Weekday,2024-Q4,STR018,PRD0114,Shoes,2,1099.85,5,450.33,New,Cash,2199.7,900.66,1299.04,
INV1003213,"Thursday, November 20, 2025",Nov,Thursday,Weekday,2025-Q4,STR041,PRD0005,Clothing,3,2575.25,5,1731.66,New,Card,7725.75,5194.98,2530.77,
INV1003214,"Friday, July 25, 2025",Jul,Friday,Weekday,2025-Q3,STR014,PRD0107,Shoes,2,7366.98,0,254.27,Returning,Cash,14733.96,508.54,14225.42,
INV1003215,"Thursday, January 2, 2025",Jan,Thursday,Weekday,2025-Q1,STR039,PRD0106,Shoes,1,7219.04,0,1534.09,New,Card,7219.04,1534.09,5684.95,
INV1003216,"Sunday, January 21, 2024",Jan,Sunday,Weekend,2024-Q1,STR038,PRD0016,Clothing,5,4114.61,15,1033.28,Returning,Cash,20573.05,5166.4,15406.65,
INV1003217,"Saturday, June 14, 2025",Jun,Saturday,Weekend,2025-Q2,STR010,PRD0111,Shoes,1,7817.72,0,1841.22,New,Cash,7817.72,1841.22,5976.5,
INV1003218,"Wednesday, December 18, 2024",Dec,Wednesday,Weekday,2024-Q4,STR043,PRD0069,Accessories,6,1658.31,30,570.39,Returning,Cash,9949.86,3422.34,6527.52,
INV1003219,"Friday, November 8, 2024",Nov,Friday,Weekday,2024-Q4,STR045,PRD0005,Clothing,5,3049.77,0,1745.21,Returning,Card,15248.85,8726.05,6522.8,
INV1003220,"Sunday, April 21, 2024",Apr,Sunday,Weekend,2024-Q2,STR032,PRD0077,Accessories,7,4636.59,15,1620.49,Returning,Card,32456.13,11343.43,21112.7,
INV1003221,"Monday, March 31, 2025",Mar,Monday,Weekday,2025-Q1,STR034,PRD0107,Shoes,3,1555.84,5,356.62,New,Card,4667.52,1069.86,3597.66,
INV1003222,"Thursday, February 29, 2024",Feb,Thursday,Weekday,2024-Q1,STR009,PRD0056,Accessories,2,9338.44,5,1434.36,Returning,Card,18676.88,2868.72,15808.16,
INV1003223,"Wednesday, October 30, 2024",Oct,Wednesday,Weekday,2024-Q4,STR027,PRD0100,Shoes,5,4600.64,10,1753.49,New,Digital,23003.2,8767.45,14235.75,
INV1003224,"Tuesday, October 22, 2024",Oct,Tuesday,Weekday,2024-Q4,STR008,PRD0074,Accessories,5,4405.25,15,761.18,Returning,Card,22026.25,3805.9,18220.35,
INV1003225,"Sunday, March 17, 2024",Mar,Sunday,Weekend,2024-Q1,STR046,PRD0098,Shoes,4,2918.03,5,1129.37,New,Card,11672.12,4517.48,7154.64,
